id,full_name,short_name,email,company_id,tenant_id,company_tier,is_spam,status,created_at,updated_at
fb4a3a99-610f-4041-955b-951c94ab89cc,Bella King,Bella,bella.king@cursor.com,c0bb027f-ea15-4716-84f4-7403f503308d,cd4e87aa-a4f0-4db7-a0ac-91a7190f7156,starter,False,active,2025-08-21T02:47:05Z,2026-05-30T03:02:53Z
2919c685-6e55-4319-9042-30e528f21657,Kevin King,Kevin,kevin.king@liveblocks.com,6fbcee41-36ee-4cf6-bdea-6b4a94df42f2,7488e477-293a-49f8-9cbc-db5b9251c1be,free,False,active,2025-11-03T13:50:38Z,2026-06-06T15:16:22Z
0f473c4b-8b4d-4124-abf5-95861531047f,Nina Brown,Nina,nina.brown@clerk.com,fff595df-ffc7-4c41-aae8-59fd047cd767,4d74886f-f7ab-4907-9171-9069900ea1ee,starter,False,active,2025-10-22T04:58:59Z,2026-06-04T00:04:44Z
8cf022e8-c802-410c-9908-483670aca231,Laura Thomas,Laura,laura.thomas@raycast.com,660421e4-1424-44bf-859b-2c99d98c736c,46bd0356-729b-4f26-98f9-7c392c5823f0,starter,False,idle,2026-01-29T05:03:15Z,2026-06-05T12:33:33Z
02c543c8-24d3-47e1-a529-58add5765157,Paula Perez,Paula,paula.perez@inngest.com,a755e948-e657-4b5a-ad89-6a24a010c102,fabb6a97-2a15-4d38-8011-9020ecf93e78,enterprise,False,active,2025-12-14T14:58:52Z,2026-05-29T00:29:36Z
d89512c2-6c8c-4885-a022-52ae96e8a0ad,Carlos Harris,Carlos,carlos.harris@loops.com,a20861f3-872e-4354-9227-8dbaa87488ca,9c3bacaf-0e6f-469f-8963-172d0d8d6a1f,free,False,churned,2025-08-27T15:39:48Z,2026-05-29T02:56:05Z
27a9c1e3-8afa-4278-ae7c-e8457e7d8e64,Hannah Jackson,Hannah,hannah.jackson@inngest.com,a755e948-e657-4b5a-ad89-6a24a010c102,14801632-2ab2-4270-bbdf-6b29334b8ecb,enterprise,False,active,2025-12-17T15:22:13Z,2026-05-24T21:41:09Z
c4ecd7f3-5428-4175-a702-e165536240f6,Amir Mitchell,Amir,amir.mitchell@flyio.com,1c233e24-18aa-4dad-b06a-b633020b42a1,17bacc50-60e1-437c-8af9-2dd6bde25d24,pro,False,idle,2025-09-09T12:09:18Z,2026-06-04T23:28:45Z
327b5b93-6d36-414b-9b7f-f9e9153baf38,Yara Wright,Yara,yara.wright@stainless.com,c70961c2-27f8-497b-8876-999911e5da74,d35bb298-af86-481a-8207-d48c9f86b153,pro,False,active,2025-11-15T12:37:36Z,2026-06-06T22:16:03Z
cfdfebe6-c458-4106-b147-62f3ac68878f,Carlos Perez,Carlos,carlos.perez@triggerdev.com,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,f050ccc2-4010-4a01-acdf-6e854a720a8a,free,False,active,2026-03-10T06:36:25Z,2026-05-30T17:34:37Z
7c13fbbe-d8c3-45ab-8330-5bedea6fe422,Amir Garcia,Amir,amir.garcia@depot.com,4a402019-377d-44e1-9877-169a6926666d,ccaf7a3f-5231-4dec-8cca-dd7f5a00d9d9,starter,False,idle,2026-03-21T14:13:31Z,2026-05-28T10:56:12Z
3e2ccf89-3dcb-4d69-97a9-973268db7cd4,Yara Davis,Yara,yara.davis@granola.com,6520df4d-de7e-479a-abc1-840493a832ae,046db69f-e71a-47d9-99bf-11eb7cda64cc,pro,False,churned,2025-09-22T07:41:41Z,2026-05-27T14:09:09Z
a3a8d225-e5d6-478f-8f6b-fab366b732a2,Oscar Thomas,Oscar,oscar.thomas@cursor.com,c0bb027f-ea15-4716-84f4-7403f503308d,cef56188-b16c-42b8-8fb2-311b64fda7ba,starter,False,idle,2025-11-17T09:25:45Z,2026-05-25T23:01:28Z
d0d87810-f659-41f1-870c-adce3db8e2f3,Dara Allen,Dara,dara.allen@cursor.com,c0bb027f-ea15-4716-84f4-7403f503308d,fabb6a97-2a15-4d38-8011-9020ecf93e78,starter,False,churned,2026-04-01T22:53:21Z,2026-06-03T14:37:13Z
0847a13a-2172-4fae-894b-5213736deba1,Paula Brown,Paula,paula.brown@raycast.com,660421e4-1424-44bf-859b-2c99d98c736c,46bd0356-729b-4f26-98f9-7c392c5823f0,starter,False,active,2026-05-08T07:41:39Z,2026-05-29T02:22:43Z
7d241de6-dbfc-463e-b238-a2cc3c9d3025,Xander Green,Xander,xander.green@neon.com,eac4924a-7d64-47ad-9cb1-123d399b4d06,5d3a6b80-78bf-4102-bb74-281be4764ac8,pro,False,active,2026-04-21T15:11:18Z,2026-06-01T14:38:25Z
2f60a1af-db3f-42e1-aa81-d9af75af1308,Oscar Harris,Oscar,oscar.harris@triggerdev.com,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,f050ccc2-4010-4a01-acdf-6e854a720a8a,free,False,idle,2025-08-26T04:43:38Z,2026-05-30T15:54:03Z
ba050562-8ca3-465c-b26c-726cf97deea6,Diana Carter,Diana,diana.carter@inngest.com,a755e948-e657-4b5a-ad89-6a24a010c102,7573504f-09b1-4b98-bf10-582e7515f07b,enterprise,False,active,2025-10-03T16:58:19Z,2026-05-25T13:54:21Z
ceda2d9d-734e-461d-b7b8-f61b30d7497c,Carlos Nelson,Carlos,carlos.nelson@vercel.com,4887ec86-6892-406c-9847-eb3301706951,45159a44-03fb-4a13-8f89-43edb17891c8,pro,False,idle,2025-10-21T05:56:17Z,2026-06-03T11:00:33Z
0aba1875-b5a6-49b0-b514-e3093eeba352,Ethan Moore,Ethan,ethan.moore@cursor.com,c0bb027f-ea15-4716-84f4-7403f503308d,7573504f-09b1-4b98-bf10-582e7515f07b,starter,False,active,2026-03-24T02:19:35Z,2026-06-07T06:17:15Z
dbf4728a-c374-4aa5-b116-0b7d533041a0,Fiona Wilson,Fiona,fiona.wilson@liveblocks.com,6fbcee41-36ee-4cf6-bdea-6b4a94df42f2,cb9e045f-3658-4ddb-b48f-17d53472111c,free,False,idle,2026-05-21T20:05:32Z,2026-05-31T19:16:00Z
a15d2828-a242-46ae-85c3-f7037eb47ca8,Quinn Davis,Quinn,quinn.davis@linear.com,68eee4d1-77a8-4911-895c-2511ae79a123,14801632-2ab2-4270-bbdf-6b29334b8ecb,free,False,idle,2025-08-28T11:36:51Z,2026-05-31T10:59:38Z
8ce593e5-6c9f-48e8-8965-a7e4a857e2a8,Bella Jackson,Bella,bella.jackson@raycast.com,660421e4-1424-44bf-859b-2c99d98c736c,46bd0356-729b-4f26-98f9-7c392c5823f0,starter,False,active,2026-01-30T15:33:40Z,2026-05-26T07:58:34Z
c2374f15-7e97-425c-b633-ba00fb63994f,Tina King,Tina,tina.king@vercel.com,4887ec86-6892-406c-9847-eb3301706951,45159a44-03fb-4a13-8f89-43edb17891c8,pro,False,active,2025-12-13T12:21:12Z,2026-06-03T14:32:53Z
e417860d-ded6-48f0-a4d6-5f5c64cf8642,Bella King,Bella,bella.king@mintlify.com,f1840dda-6578-4a8d-9de8-5332af1cc2a1,de765002-5e4f-4ffb-b2d0-adb16b7a5caa,free,False,active,2025-11-23T20:18:41Z,2026-06-01T16:22:24Z
72ec30a1-654d-43c2-9bf5-4896b5ebf622,Xander Brown,Xander,xander.brown@planetscale.com,6c367de6-676a-4bd9-8c92-37f86a0d69bd,46bd0356-729b-4f26-98f9-7c392c5823f0,enterprise,False,churned,2026-03-05T11:23:55Z,2026-05-29T03:54:52Z
ad3d7068-8854-4547-92e7-4b0be802a69a,Nina Brown,Nina,nina.brown@granola.com,6520df4d-de7e-479a-abc1-840493a832ae,046db69f-e71a-47d9-99bf-11eb7cda64cc,pro,False,active,2025-10-27T05:48:54Z,2026-05-25T06:40:51Z
4f7a2913-267a-4f2c-a66a-7b21e72e860b,Bella Wright,Bella,bella.wright@neon.com,eac4924a-7d64-47ad-9cb1-123d399b4d06,13ddb12e-f89d-443f-9dd0-cb50c987cbf6,pro,False,active,2025-08-29T09:30:30Z,2026-06-03T21:45:09Z
6ac5548f-f441-43bf-93c9-927efc249aaf,Ethan Wright,Ethan,ethan.wright@render.com,bbcd90b4-c9d6-471f-97a9-b55af39d3c19,40d74184-9b2f-4cfc-94ad-80a7209b755a,starter,False,active,2026-01-13T05:39:42Z,2026-06-06T08:27:12Z
1e80cd33-cddf-47de-9e9c-655240a887ed,Yara Nelson,Yara,yara.nelson@neon.com,eac4924a-7d64-47ad-9cb1-123d399b4d06,5d3a6b80-78bf-4102-bb74-281be4764ac8,pro,False,active,2025-12-02T16:07:20Z,2026-05-29T08:40:29Z
a8c62880-7629-4517-9557-64f343ab30f9,Dara Anderson,Dara,dara.anderson@resend.com,ae72b7a5-681c-4f41-8da1-0053ab63697a,923263b3-a693-4c5d-b281-38cce8da8434,starter,False,idle,2026-02-22T02:25:37Z,2026-06-06T12:18:21Z
f9d9d699-3be3-406c-bb74-8ab6f87a4c06,Quinn Miller,Quinn,quinn.miller@granola.com,6520df4d-de7e-479a-abc1-840493a832ae,88c05305-2b06-4264-8461-646faf85bdde,pro,False,active,2026-02-14T07:31:29Z,2026-06-02T18:27:11Z
82ade17d-2742-453c-8bde-b98ac7eb2bc9,Fiona Baker,Fiona,fiona.baker@encore.com,7a7dd2df-a2e4-4f88-8b14-3ab1409ba873,17bacc50-60e1-437c-8af9-2dd6bde25d24,free,False,idle,2025-12-03T20:18:31Z,2026-06-01T00:03:59Z
7fa708fe-b39e-4e2c-97e7-b1d669a0277e,Diana Thomas,Diana,diana.thomas@stainless.com,c70961c2-27f8-497b-8876-999911e5da74,d35bb298-af86-481a-8207-d48c9f86b153,pro,False,active,2026-01-29T09:26:32Z,2026-05-29T20:05:40Z
698c1e04-aa48-4fa6-a0b6-307da33607ca,Alice Miller,Alice,alice.miller@deno.com,8c25d505-c61d-42b2-a767-bb383d1c7155,f0a84c4a-ee0f-4de8-99f7-b7126b4a4804,starter,False,active,2026-03-08T21:42:20Z,2026-06-03T14:31:22Z
57eec6a5-2ab0-443e-9184-f60fa215d4c5,Mike Moore,Mike,mike.moore@supabase.com,633b0a08-c3f9-4031-8b1d-c6545a5e6f29,e5c5138a-8a2f-436d-9d66-ba6af27ca1e4,starter,False,idle,2025-11-08T07:48:50Z,2026-06-06T09:36:17Z
f974cef0-fcc6-4447-a861-848b26376adb,Bella Anderson,Bella,bella.anderson@cursor.com,c0bb027f-ea15-4716-84f4-7403f503308d,ba9ed1ce-f53d-4481-885b-8841caa75c10,starter,False,active,2025-12-16T12:09:03Z,2026-06-06T14:11:13Z
9a379106-6cd6-4f66-a6ee-ac887e79b3c1,Amir Scott,Amir,amir.scott@mintlify.com,f1840dda-6578-4a8d-9de8-5332af1cc2a1,2552eef4-07fe-4d86-bfaf-b7aa52e6d0b9,free,False,active,2025-09-05T02:33:33Z,2026-05-30T11:23:00Z
24d138c4-595d-4fe8-853a-3d113787efc3,Hannah Anderson,Hannah,hannah.anderson@loops.com,a20861f3-872e-4354-9227-8dbaa87488ca,9c3bacaf-0e6f-469f-8963-172d0d8d6a1f,free,False,active,2025-10-17T04:21:18Z,2026-06-04T18:20:03Z
01d030d9-ad75-4909-b3a2-7edb9752dd02,Hannah Brown,Hannah,hannah.brown@fern.com,8a67eabb-d5ad-4590-a3fd-6cf685180c10,af75a208-7323-4212-9a6b-051fda6102e5,free,False,idle,2026-04-24T05:40:16Z,2026-05-29T20:35:56Z
3e5fcb60-4ddf-42b8-a3c2-7b25fdca6a95,Victor Perez,Victor,victor.perez@turso.com,ec325484-1f40-48e8-92d6-3910fe63fcd0,ba9ed1ce-f53d-4481-885b-8841caa75c10,starter,False,active,2025-09-15T20:20:52Z,2026-05-25T07:44:01Z
ef74669f-fbb2-426d-899b-a497784e0322,Zoe Wilson,Zoe,zoe.wilson@turso.com,ec325484-1f40-48e8-92d6-3910fe63fcd0,7259b2b2-0841-49a8-961b-1c93d3b59101,starter,False,active,2025-12-12T01:29:19Z,2026-06-07T08:17:06Z
39695062-328f-49c7-9e21-3262b5ca4258,Oscar Young,Oscar,oscar.young@valtown.com,cde2f44d-ce1b-4d35-babc-4110dd9341ac,ccaf7a3f-5231-4dec-8cca-dd7f5a00d9d9,starter,False,active,2025-12-22T16:49:02Z,2026-05-27T06:16:40Z
c7548db4-6b2c-4f91-bc2a-2a290a0da4cf,Bob Harris,Bob,bob.harris@turso.com,ec325484-1f40-48e8-92d6-3910fe63fcd0,13ddb12e-f89d-443f-9dd0-cb50c987cbf6,starter,False,idle,2026-05-06T09:56:14Z,2026-05-31T23:56:36Z
7c831015-76e0-45bb-a513-f148f4b9cd07,Laura Thomas,Laura,laura.thomas@planetscale.com,6c367de6-676a-4bd9-8c92-37f86a0d69bd,7259b2b2-0841-49a8-961b-1c93d3b59101,enterprise,False,idle,2025-09-05T08:53:52Z,2026-06-06T21:15:00Z
62fa603c-b2e3-40c4-801a-f28f09785c4e,Rachel Wright,Rachel,rachel.wright@liveblocks.com,6fbcee41-36ee-4cf6-bdea-6b4a94df42f2,cb9e045f-3658-4ddb-b48f-17d53472111c,free,False,churned,2026-02-11T09:03:59Z,2026-05-30T15:38:17Z
546697c9-352b-499c-8ac0-7bb3295e7568,Dara Thomas,Dara,dara.thomas@coherence.com,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,False,active,2026-03-05T19:43:16Z,2026-05-29T05:01:05Z
e3c6112b-82a4-4496-89fa-ed0902d047e6,Victor Scott,Victor,victor.scott@valtown.com,cde2f44d-ce1b-4d35-babc-4110dd9341ac,155c57b0-e14d-4474-8c45-e4079294a152,starter,False,active,2025-10-01T15:24:32Z,2026-05-29T18:31:33Z
0a0e9aa1-7bb4-44c6-804f-60fcf4989193,Fiona Miller,Fiona,fiona.miller@triggerdev.com,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,67422661-6f3d-43e2-9578-bc52a1fe82c1,free,False,churned,2026-02-24T07:36:09Z,2026-06-05T18:02:40Z
b24422e7-e4ec-4610-9284-21eaa1f54683,Amir Green,Amir,amir.green@render.com,bbcd90b4-c9d6-471f-97a9-b55af39d3c19,5c3ba7ab-8c91-4039-87ee-04eca0fd07e2,starter,False,idle,2025-09-15T23:10:54Z,2026-06-06T00:49:40Z
8c9b1ddf-09d9-4218-8741-9e2391298336,Xander Harris,Xander,xander.harris@fern.com,8a67eabb-d5ad-4590-a3fd-6cf685180c10,af75a208-7323-4212-9a6b-051fda6102e5,free,False,churned,2026-05-24T19:03:39Z,2026-05-29T22:26:55Z
dae507b0-9876-4f0d-b270-5892a028c521,Julia Adams,Julia,julia.adams@clerk.com,fff595df-ffc7-4c41-aae8-59fd047cd767,cef56188-b16c-42b8-8fb2-311b64fda7ba,starter,False,idle,2025-10-14T20:03:41Z,2026-05-30T19:07:59Z
f8544ac0-d730-4fda-9acf-80fcf8a4a98e,Quinn Thompson,Quinn,quinn.thompson@stainless.com,c70961c2-27f8-497b-8876-999911e5da74,982fdd8a-6f85-4942-a076-1280fd20c322,pro,False,active,2026-02-01T21:27:02Z,2026-05-26T22:40:59Z
1d446ce5-3a85-4e07-b78d-0697fb31d501,Wendy Carter,Wendy,wendy.carter@triggerdev.com,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,f050ccc2-4010-4a01-acdf-6e854a720a8a,free,False,active,2026-01-03T20:34:07Z,2026-06-01T10:05:19Z
84182305-4072-41aa-95be-016a1544bb4b,Amir Harris,Amir,amir.harris@granola.com,6520df4d-de7e-479a-abc1-840493a832ae,046db69f-e71a-47d9-99bf-11eb7cda64cc,pro,False,active,2025-09-14T19:46:20Z,2026-06-02T15:04:16Z
e8438716-ec84-467b-baec-4e909e95b753,Kevin Perez,Kevin,kevin.perez@clerk.com,fff595df-ffc7-4c41-aae8-59fd047cd767,4d74886f-f7ab-4907-9171-9069900ea1ee,starter,False,active,2026-05-07T21:53:45Z,2026-06-06T19:14:59Z
6236f52a-1357-406a-847b-d3024a0a7f1e,Yara Scott,Yara,yara.scott@fern.com,8a67eabb-d5ad-4590-a3fd-6cf685180c10,af75a208-7323-4212-9a6b-051fda6102e5,free,False,active,2026-01-17T08:18:23Z,2026-06-05T00:51:39Z
d4d3f9a5-a8bc-4e18-82f3-44130231b5f1,Diana Baker,Diana,diana.baker@deno.com,8c25d505-c61d-42b2-a767-bb383d1c7155,f0a84c4a-ee0f-4de8-99f7-b7126b4a4804,starter,False,active,2026-03-12T19:17:38Z,2026-05-27T16:18:42Z
fa61f64a-6391-4585-810a-41bf853f0e1a,Uma Thompson,Uma,uma.thompson@encore.com,7a7dd2df-a2e4-4f88-8b14-3ab1409ba873,31ffa620-134b-401a-bcb0-b2174a8b3931,free,False,active,2025-12-16T14:19:51Z,2026-06-02T17:49:43Z
861618d2-52aa-4c3a-8d45-7847292185f9,Quinn Thomas,Quinn,quinn.thomas@coherence.com,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,False,churned,2026-05-17T11:25:09Z,2026-05-31T02:02:47Z
360ea281-e6c9-4a62-8365-ba4dece6c0dc,Ivan Green,Ivan,ivan.green@valtown.com,cde2f44d-ce1b-4d35-babc-4110dd9341ac,7488e477-293a-49f8-9cbc-db5b9251c1be,starter,False,idle,2026-06-01T14:39:18Z,2026-05-29T16:07:21Z
2de865fc-1aa8-489b-89d1-e280207abdb8,Bob Thomas,Bob,bob.thomas@liveblocks.com,6fbcee41-36ee-4cf6-bdea-6b4a94df42f2,cb9e045f-3658-4ddb-b48f-17d53472111c,free,False,idle,2025-12-25T04:36:24Z,2026-06-01T00:57:21Z
77ac1dc9-cb8d-49ce-8b1d-bbfd8e160f4d,Carlos Scott,Carlos,carlos.scott@mintlify.com,f1840dda-6578-4a8d-9de8-5332af1cc2a1,de765002-5e4f-4ffb-b2d0-adb16b7a5caa,free,False,active,2025-10-17T16:55:37Z,2026-06-05T08:46:51Z
1033c696-a796-48ec-8559-66e117bd6284,Amir Moore,Amir,amir.moore@render.com,bbcd90b4-c9d6-471f-97a9-b55af39d3c19,238137c7-6fe4-4170-9e47-716199795634,starter,False,active,2026-01-16T15:05:21Z,2026-05-27T02:15:41Z
23530ad0-4cb8-4859-b7b9-50cb1d256f4a,Zoe Thomas,Zoe,zoe.thomas@resend.com,ae72b7a5-681c-4f41-8da1-0053ab63697a,225523ba-5cc4-450c-a696-80228b1ad030,starter,False,churned,2026-01-27T04:29:18Z,2026-06-03T06:47:26Z
88fdeda4-2ccf-4ba4-9a49-460f5f8f87cf,Zoe Williams,Zoe,zoe.williams@triggerdev.com,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,67422661-6f3d-43e2-9578-bc52a1fe82c1,free,False,idle,2025-11-01T17:44:28Z,2026-05-31T06:56:18Z
1cab7fa3-4415-4eac-8d3d-95074ed48592,Julia Harris,Julia,julia.harris@coherence.com,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,False,active,2025-12-08T14:47:33Z,2026-06-06T19:05:44Z
533a4379-35c4-4d11-8ab9-f1d21a4776a2,Uma Adams,Uma,uma.adams@neon.com,eac4924a-7d64-47ad-9cb1-123d399b4d06,13ddb12e-f89d-443f-9dd0-cb50c987cbf6,pro,False,active,2025-08-27T17:10:11Z,2026-05-27T07:57:10Z
8183407e-15d3-46c5-a7ab-477b7960e125,Bob Jones,Bob,bob.jones@vercel.com,4887ec86-6892-406c-9847-eb3301706951,45159a44-03fb-4a13-8f89-43edb17891c8,pro,False,active,2026-05-17T08:57:06Z,2026-05-30T16:30:19Z
a8f2ab89-cb9b-4de7-a330-5eee1d4c172a,Oscar Baker,Oscar,oscar.baker@triggerdev.com,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,67422661-6f3d-43e2-9578-bc52a1fe82c1,free,False,active,2026-05-15T02:25:36Z,2026-06-03T09:55:38Z
8cd56280-a6e3-4a25-9864-2c1eae3160f3,Quinn Jackson,Quinn,quinn.jackson@supabase.com,633b0a08-c3f9-4031-8b1d-c6545a5e6f29,c203726c-f5f6-4846-9854-d57e783a0f3b,starter,False,idle,2025-09-06T22:37:58Z,2026-06-04T14:49:59Z
cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,Ethan Carter,Ethan,ethan.carter@turso.com,ec325484-1f40-48e8-92d6-3910fe63fcd0,45159a44-03fb-4a13-8f89-43edb17891c8,starter,False,churned,2026-05-15T21:36:51Z,2026-05-26T22:07:40Z
0a9e8af8-ba7b-403e-8acb-93af0dcfd601,Wendy Williams,Wendy,wendy.williams@coherence.com,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,False,active,2025-12-24T11:55:53Z,2026-05-28T14:59:41Z
38d24e60-26d2-4543-8a8a-4fe5650f1eff,Diana Miller,Diana,diana.miller@triggerdev.com,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,f050ccc2-4010-4a01-acdf-6e854a720a8a,free,False,active,2025-10-13T03:53:25Z,2026-05-30T17:40:56Z
1bfe1530-c21b-4a4e-9070-7dd6b390b191,Carlos Taylor,Carlos,carlos.taylor@vercel.com,4887ec86-6892-406c-9847-eb3301706951,45159a44-03fb-4a13-8f89-43edb17891c8,pro,False,active,2026-02-07T11:31:41Z,2026-06-01T22:46:07Z
13f115f7-a5d6-49e7-825b-fccf8fbdf6dd,Oscar Harris,Oscar,oscar.harris@liveblocks.com,6fbcee41-36ee-4cf6-bdea-6b4a94df42f2,cb9e045f-3658-4ddb-b48f-17d53472111c,free,False,idle,2025-11-15T12:26:06Z,2026-05-30T01:34:42Z
c8df8b76-8ce7-4829-8e6a-eb7ed610a8e8,Dara Carter,Dara,dara.carter@neon.com,eac4924a-7d64-47ad-9cb1-123d399b4d06,5d3a6b80-78bf-4102-bb74-281be4764ac8,pro,False,active,2026-05-21T13:02:08Z,2026-06-03T00:36:55Z
